序号,TMP气温(℃),FEELST体感温度(℃),PRES气压(hPa),HUM相对湿度(%),RAIN降水量(mm),WSPD风速(m/s),AQI,PM2.5(渭g/m鲁),PM10(渭g/m鲁),NO2(渭g/m鲁),SO2(渭g/m鲁),O3(渭g/m鲁),CO(mg/m鲁)
362,-2.8,-7.8,1017,82,0,4.4,266,216,242,78,28,2,2.7
363,-3.1,-7.3,1017,78,0,2.8,202,152,160,63,19,2,2.6
364,-3.7,-7.2,1017,73,0,1.7,170,129,130,61,19,2,2.7
365,-4.3,-7.4,1017,72,0,1,168,127,0,62,26,2,2.8
366,-3.6,-6,1018,65,0,1.1,149,114,0,64,44,2,3.1
367,-3.2,-5,1018,57,0,1.4,132,100,114,66,76,2,3.2
368,-3.6,-5.1,1019,54,0,1.3,139,106,122,67,79,2,2.9
369,-3.4,-4.4,1020,50,0,1.1,138,105,127,67,82,2,2.9
370,-3.5,-4.6,1020,48,0,1.7,142,108,128,67,76,2,2.8
371,-3.1,-3.7,1021,45,0,1.3,149,114,133,65,68,4,2.6
372,-2.7,-3.4,1020,43,0,1.9,163,124,149,64,64,5,2.6
373,-2.4,-3.4,1020,45,0,2.5,142,108,129,61,61,9,2.2
374,-2.3,-3.4,1019,45,0,2.6,127,96,110,55,59,16,2.1
375,-2.4,-4,1019,51,0,2.6,129,98,106,49,57,23,2
376,-2.5,-3.9,1019,50,0,2.3,147,112,128,49,55,21,2
377,-2.5,-4.2,1019,55,0,1.8,150,115,129,55,57,18,2.2
378,-2.4,-3.6,1019,53,0,1.1,173,131,150,61,54,10,2.4
379,-2.5,-3.3,1020,54,0,0.3,178,134,163,67,50,4,2.4
380,-2.1,-4,1020,59,0,1.4,175,132,156,68,48,2,2.2
381,-2.2,-3.8,1020,60,0,0.7,179,135,156,70,47,2,2.3
382,-2,-4,1020,61,0,1.3,205,155,159,62,41,9,1.9
383,-1.9,-3.8,1021,61,0,1.2,198,148,0,60,41,10,1.8
384,-2.5,-5.5,1021,73,0,1,192,144,152,63,42,8,1.8
385,-4.1,-8.9,1022,84,0,2.4,195,146,157,62,34,7,1.7
386,-4.9,-9.5,1022,83,0,1.7,195,146,0,60,19,4,1.7
387,-5,-9.4,1022,82,0,1.4,193,145,0,60,19,2,2.4
388,-5.1,-9.7,1022,83,0,1.5,150,115,0,53,16,2,1.7
389,-6,-10.7,1022,84,0,1.2,83,61,0,37,13,22,0.7
390,-6.4,-11.4,1022,86,0,1.4,87,64,0,41,12,13,0.9
391,-5.5,-6.5,1023,40,0,3.3,78,57,0,33,12,25,0.8
392,-5.9,-7.1,1023,37,0,4.9,23,16,0,14,9,62,0.4
393,-6.9,-7.5,1025,35,0,3.4,29,16,29,16,8,60,0.4
394,N/A,N/A,N/A,N/A,N/A,N/A,33,18,33,19,7,56,0.5
395,N/A,N/A,N/A,N/A,N/A,N/A,40,19,40,21,8,55,0.6
396,N/A,N/A,N/A,N/A,N/A,N/A,51,18,52,16,8,61,0.6
397,-4.9,-4.6,1024,23,0,4.9,45,19,45,11,8,68,0.6
398,-4.2,-4,1023,22,0,5.8,33,15,33,9,7,71,0.6
399,-3.7,-3.1,1022,21,0,4.6,25,17,20,9,6,73,0.6
400,-3.3,-2.6,1021,24,0,3,28,19,24,9,7,74,0.6
401,-3.8,-3.4,1021,22,0,5.1,29,20,29,11,6,74,0.5
402,N/A,N/A,N/A,N/A,N/A,N/A,23,16,18,12,5,73,0.5
403,N/A,N/A,N/A,N/A,N/A,N/A,24,7,17,10,3,75,0.4
404,N/A,N/A,N/A,N/A,N/A,N/A,22,9,22,18,4,65,0.5
405,N/A,N/A,N/A,N/A,N/A,N/A,21,13,21,16,4,65,0.5
406,-5.4,-4.9,1022,28,0,2.4,20,14,16,17,5,62,0.6
407,-5.6,-5.5,1022,30,0,3,,,,,,,
408,-5.6,-6,1022,31,0,4.2,22,15,0,26,18,47,0.7
409,-6,-6.1,1022,28,0,4.2,17,11,14,21,16,54,0.7
410,-6.7,-6.2,1022,25,0,3.2,21,9,10,13,13,65,0.6
411,-7.8,-7.7,1022,24,0,5,23,5,12,7,4,72,0.6
412,-8.9,-8.5,1023,23,0,4,23,4,22,5,3,73,0.6
413,-9.7,-9,1023,22,0,3.5,36,4,36,5,2,70,0.6
414,-10.4,-9.7,1023,21,0,3.6,,,,,,,
415,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
416,-11.5,-10.9,1024,24,0,2.9,,,,,,,
417,-10.6,-9.8,1024,22,0,2.9,19,6,19,11,4,60,0.8
418,-9.5,-8.6,1025,21,0,3.2,22,8,22,19,4,50,0.9
419,-8.4,-7.1,1025,19,0,2.5,25,9,25,17,5,53,0.9
420,-6.9,-6,1024,17,0,4.7,29,4,29,13,7,60,0.9
421,-6.6,-6.2,1023,16,0,7.8,25,9,25,11,7,64,0.9
422,-5.9,-5.5,1023,18,0,6.7,33,5,33,7,5,69,0.8
423,-5.5,-4.7,1022,18,0,4.8,63,13,75,6,5,69,0.8
424,-5.1,-4.8,1023,19,0,6.7,57,9,63,6,6,69,0.7
425,-5,-4.5,1023,20,0,5.3,48,6,48,7,4,68,0.7
426,-5.6,-5.2,1023,23,0,4.3,43,12,43,8,2,67,0.6
427,-5.7,-5.3,1024,24,0,3.8,54,10,58,10,3,66,0.6
428,-7.6,-7.4,1025,27,0,3.3,61,15,72,14,3,60,0.7
429,-8.1,-7.2,1025,27,0,1.4,65,14,79,20,8,52,0.7
430,-8.6,-8,1026,29,0,1.6,,,,,,,
431,-8.6,-8,1026,29,0,1.5,38,16,38,24,3,44,0.7
432,-9.1,-8.9,1026,31,0,2.1,,,,,,,
433,-10.3,-9.9,1026,33,0,0.9,43,11,43,38,4,26,0.8
434,-11.5,-11.5,1026,37,0,0.8,38,15,38,36,5,28,0.9
435,-12.2,-12.4,1027,40,0,0.6,,,,,,,
436,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
437,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
438,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
439,-13.3,-14.7,1027,49,0,0.6,,,,,,,
440,-12.6,-14.5,1028,52,0,1,,,,,,,
441,-9.6,-10.5,1028,44,0,1.2,95,71,97,61,33,3,2.3
442,-7.8,-7.9,1028,33,0,2.3,104,78,111,62,46,3,2.6
443,-6.3,-6.1,1029,29,0,2.8,97,72,93,58,42,6,1.9
444,-5.2,-4.8,1028,25,0,3.7,93,69,103,54,44,12,1.7
445,-4,-3.1,1027,24,0,2.4,,,,,,,
446,-2.4,-1.6,1026,20,0,3.9,162,123,159,52,43,28,2.1
447,-1.9,-0.7,1026,19,0,2.8,165,125,159,53,41,37,2.2
448,-1.6,-0.5,1026,19,0,3.1,132,100,125,45,30,44,1.5
449,-2.3,-1,1027,20,0,2.3,,,,,,,
450,-3.6,-2.2,1027,23,0,1.3,,,,,,,
451,-4,-2.9,1028,25,0,1.6,80,59,91,50,25,37,1.1
452,-4.9,-3.8,1029,29,0,0.7,92,68,108,65,26,20,1.1
453,-5.3,-4.6,1029,31,0,1.2,,,,,,,
454,-6.8,-6.7,1030,36,0,1.2,,,,,,,
455,-7.9,-8,1030,40,0,0.7,,,,,,,
456,-8,-8.6,1031,42,0,1.3,148,113,137,84,36,2,1.6
457,-9.2,-9.8,1031,47,0,0.3,156,119,143,84,43,3,2
458,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
459,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
460,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
461,-7.7,-8.7,1031,42,0,2.2,,,,,,,
462,-7.9,-8.9,1031,43,0,2,173,131,157,81,45,7,2.8
463,-8.4,-10.5,1032,52,0,2.1,196,147,161,75,52,7,3.1
464,-8.4,-10.7,1032,56,0,1.7,,,,,,,
465,-7.8,-10.5,1033,55,0,3.2,166,126,152,71,54,5,3
466,-6.9,-9.2,1033,54,0,2.6,162,123,159,68,63,3,4.1
467,-6,-7.7,1033,51,0,2.1,160,122,150,68,83,3,4.8
468,-5.1,-6.6,1033,49,0,2.2,142,108,143,68,90,3,4.5
469,-4.3,-5.4,1031,45,0,2.4,,,,,,,
470,-3.5,-4.1,1030,41,0,2,162,123,154,72,84,6,4
471,-3.3,-3.6,1029,40,0,1.7,183,138,161,76,83,7,3.9
472,-3.1,-3.3,1030,38,0,1.8,190,143,166,78,80,8,3.6
473,-3.3,-3.5,1029,40,0,1.4,182,137,157,79,81,7,3.2
474,-3.8,-4.3,1029,42,0,1.5,182,137,148,79,76,7,2.7
475,-4,-4.7,1029,43,0,1.8,170,129,144,84,76,4,2.8
476,-5,-6.1,1030,48,0,1.4,189,142,164,88,78,2,3.2
477,-4.8,-5.8,1030,48,0,1.3,,,,,,,
478,-5,-6.7,1030,51,0,2.2,182,137,154,85,84,2,3.2
479,-5.8,-7.8,1030,54,0,1.9,,,,,,,
480,-6.4,-9.5,1030,62,0,2.6,156,119,126,81,75,2,2.6
481,-6.5,-11.1,1030,78,0,2.2,180,136,152,80,71,3,2.9
482,-6.9,-12,1030,82,0,2.3,199,149,170,74,59,4,2.9
483,-7.1,-12.5,1030,84,0,2.4,183,138,152,63,40,3,2.5
484,-7.1,-12.6,1030,85,0,2.5,142,108,109,56,19,2,2.1
485,-7,-11.9,1030,83,0,1.6,140,107,112,54,14,2,2.1
486,N/A,N/A,N/A,N/A,N/A,N/A,133,101,0,54,13,2,2.2
487,-6.3,-10.9,1029,81,0,1.7,139,106,0,54,17,2,2.4
488,-6.1,-10.6,1030,81,0,1.5,178,134,0,60,22,2,2.8
489,-5.8,-10.5,1030,80,0,2.3,166,126,0,60,25,2,2.5
490,-5.5,-9.9,1031,79,0,2,130,99,0,60,29,2,2.2
491,-4.8,-8.8,1030,74,0,2.3,122,92,0,56,29,2,2.1
492,-4.4,-8,1030,72,0,1.9,118,89,0,52,32,2,2.1
493,-3.7,-6.9,1029,68,0,2.1,148,113,116,54,34,2,2.6
494,-3.2,-6,1028,65,0,2.2,179,135,0,56,37,5,2.6
495,-3.2,-5.8,1028,61,0,2.6,209,159,0,62,39,8,2.6
496,-3.1,-5.7,1028,63,0,2,206,156,0,65,39,10,2.6
497,-3.3,-5.9,1028,64,0,1.8,211,161,0,65,37,9,2.5
498,-3.8,-6.8,1029,66,0,2.2,195,146,0,65,34,8,2.1
499,-4.4,-7.6,1030,70,0,1.6,196,147,148,70,31,3,2.2
500,-4.8,-8.6,1031,74,0,1.8,206,156,156,72,33,2,2.3
501,-4.9,-8.8,1032,78,0,1.3,186,140,0,68,34,2,2.5
502,-5.3,-9.3,1033,78,0,1.4,186,140,0,65,36,2,2.7
503,-5.7,-9.4,1033,74,0,1.3,182,137,145,64,36,2,3.1
504,-6.1,-10.1,1034,77,0,1.3,189,142,0,59,33,2,2.8
505,N/A,N/A,N/A,N/A,N/A,N/A,203,153,0,59,37,2,2.9
506,-6.3,-10.5,1035,76,0,1.8,207,157,0,57,38,2,3
507,-6.1,-6,1035,26,0,4.3,129,98,0,53,35,8,1.9
508,-6.7,-6.5,1035,25,0,4.1,19,13,0,15,7,54,0.4
509,-7.5,-7.4,1036,23,0,5.4,20,6,10,11,5,61,0.4
510,-8,-8.1,1036,23,0,6.6,21,8,21,10,5,63,0.4
511,-9,-8.8,1037,19,0,7,20,12,13,10,4,64,0.4
512,-9.7,-9.1,1039,20,0,4.6,24,7,24,8,3,68,0.4
513,-10,-9.8,1040,20,0,6.4,25,7,25,12,3,64,0.5
514,-10.2,-10,1040,19,0,7,19,10,18,15,4,59,0.5
515,-10.2,-9.4,1041,15,0,6.2,,,,,,,
516,-10.2,-9,1040,16,0,4,54,6,58,10,3,67,0.6
517,-9.6,-8.8,1040,14,0,6.6,,,,,,,
518,-9.1,-8.1,1039,15,0,5.4,,,,,,,
519,N/A,N/A,N/A,N/A,N/A,N/A,27,9,27,7,3,71,0.6
520,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
521,-9.5,-8.4,1040,15,0,4.8,42,7,42,7,2,70,0.6
522,-10.3,-9.5,1041,17,0,5.3,42,11,42,8,3,69,0.5
523,-10.6,-9.3,1041,18,0,3,36,11,36,10,3,65,0.6
524,N/A,N/A,N/A,N/A,N/A,N/A,39,9,39,12,2,61,0.6
525,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
526,-11.4,-10.4,1042,18,0,3.9,45,10,45,14,4,58,0.7
527,-11.7,-10.8,1042,22,0,2.8,28,6,28,12,3,60,0.7
528,-11.9,-10.8,1041,24,0,1.5,,,,,,,
529,-13.3,-12.5,1041,26,0,1.5,25,10,25,16,5,53,0.8
530,N/A,N/A,N/A,N/A,N/A,N/A,26,11,26,18,6,49,0.9
531,-13.7,-13.5,1039,27,0,2.8,,,,,,,
532,N/A,N/A,N/A,N/A,N/A,N/A,18,12,17,27,7,37,0.9
533,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
534,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
535,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
536,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
537,N/A,N/A,N/A,N/A,N/A,N/A,18,12,12,17,5,52,0.8
538,-14.8,-14.1,1041,17,0,5.3,15,7,14,21,7,46,0.9
539,-14.2,-13.8,1042,16,0,7.7,16,9,15,19,6,50,0.9
540,-14.4,-13.9,1041,16,0,7.2,19,8,19,12,7,59,0.9
541,-14.2,-14,1040,16,0,8.7,,,,,,,
542,-13.6,-13.1,1039,16,0,6.9,,,,,,,
543,-13.5,-12.8,1039,16,0,6.2,33,10,33,5,6,67,0.8
544,-13.1,-12.4,1040,17,0,5.5,44,12,44,5,5,67,0.8
545,-13.7,-13.5,1040,18,0,7.1,54,11,57,6,4,66,0.8
546,-14.5,-14.5,1040,20,0,6.7,54,6,58,6,3,66,0.8
547,-14.9,-14.8,1041,21,0,5.7,54,10,57,7,3,65,0.7
548,-15.1,-15.2,1041,22,0,6.3,52,11,54,9,3,63,0.8
549,-15.1,-15.8,1041,22,0,9,59,12,68,11,3,60,0.8
550,-15,-15.7,1041,23,0,8.3,56,11,61,11,3,59,0.9
551,-14.7,-15,1041,23,0,6.5,72,12,94,11,5,57,0.9
552,-14.9,-14.5,1041,22,0,4.1,67,14,84,12,5,55,1
553,N/A,N/A,N/A,N/A,N/A,N/A,64,11,77,11,4,57,1
554,-14.4,-14.8,1039,24,0,6.6,,,,,,,
555,-14.1,-14.5,1039,25,0,5.7,45,10,45,9,4,60,1
556,-13.9,-13.6,1039,25,0,3.1,49,9,49,8,4,60,1
557,-13.7,-14,1038,26,0,4.8,54,8,57,7,4,61,1
558,-13.3,-13.4,1038,25,0,4.8,51,9,52,9,4,60,1
559,-13.2,-13,1038,26,0,3.2,42,8,42,10,3,59,1
560,-13.1,-13.5,1038,28,0,4.6,35,7,35,11,3,58,1
561,-12.3,-12.2,1038,28,0,3,30,8,30,15,4,54,1
562,N/A,N/A,N/A,N/A,N/A,N/A,26,7,26,22,5,44,1.1
563,-8.9,-7.9,1037,21,0,2.9,24,11,24,34,24,31,1.2
564,N/A,N/A,N/A,N/A,N/A,N/A,26,11,26,28,28,41,1.1
565,-6.2,-5.5,1035,18,0,5.3,33,17,33,22,15,50,1.1
566,-4.8,-4,1034,16,0,5.8,27,9,27,14,13,60,1
567,-4.4,-3.3,1033,16,0,4.5,,,,,,,
568,-4.3,-3.3,1033,17,0,4.3,23,13,23,9,6,69,0.7
569,-4,-2.8,1033,18,0,3.1,32,14,32,11,7,66,0.7
570,-4.4,-2.8,1033,20,0,1.6,30,10,30,14,6,64,0.6
571,-4.8,-3.6,1032,22,0,2,30,13,30,17,7,60,0.6
572,-7.4,-6.3,1032,29,0,0.7,28,10,28,33,14,41,0.7
573,-8.9,-8.7,1032,35,0,1.1,34,20,34,51,9,21,0.7
574,-8.4,-8.2,1032,33,0,1.5,51,27,51,69,10,2,1.1
575,N/A,N/A,N/A,N/A,N/A,N/A,55,28,59,69,11,2,1.3
576,-8.8,-8.9,1031,35,0,1.6,57,36,63,73,19,2,1.8
577,-9,-8.5,1031,36,0,0.4,,,,,,,
578,N/A,N/A,N/A,N/A,N/A,N/A,49,34,42,63,15,7,1.2
579,-5.5,-4.7,1030,24,0,2.6,39,20,39,51,13,17,0.9
580,-7.4,-6.2,1029,27,0,0.8,35,18,35,41,9,27,0.8
581,-5.4,-4.4,1029,22,0,2.6,32,13,32,39,7,32,0.6
582,-5.5,-4.4,1028,23,0,2.1,25,17,25,45,7,29,0.5
583,-8.6,-8.7,1028,35,0,1.8,24,15,24,35,10,35,0.5
584,N/A,N/A,N/A,N/A,N/A,N/A,26,12,25,51,10,19,0.6
585,-6.5,-6.2,1029,32,0,1.7,33,14,33,50,14,20,0.6
586,-3.9,-3,1028,24,0,2.3,58,34,65,63,26,9,1.6
587,N/A,N/A,N/A,N/A,N/A,N/A,80,59,109,71,34,5,2.8
588,-0.7,0.7,1027,17,0,2.6,,,,,,,
589,0.1,1.6,1026,15,0,2.8,32,19,32,30,15,49,0.6
590,1.1,2.5,1025,15,0,3,57,32,64,50,30,34,1.1
591,N/A,N/A,N/A,N/A,N/A,N/A,77,56,83,56,34,33,1.3
592,2,3.6,1023,14,0,2.5,78,57,73,54,29,39,1.2
593,1.3,3.1,1023,14,0,2,74,54,66,51,26,44,1
594,-0.6,1.3,1023,17,0,1.3,90,67,88,55,32,50,1.1
595,-2.5,-0.6,1024,22,0,0.6,87,64,94,64,29,39,1.1
596,-3,-2,1023,25,0,1.9,108,81,102,84,36,19,1.3
597,-5.3,-3.9,1024,29,0,0.3,139,106,130,100,40,6,1.7
598,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
599,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
600,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
601,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
602,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
603,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
604,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
605,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
606,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
607,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
608,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
609,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
610,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
611,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
612,0,0.7,1026,16,0,5.7,,,,,,,
613,N/A,N/A,N/A,N/A,N/A,N/A,52,23,54,26,12,53,0.5
614,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
615,2.3,4,1023,15,0,2.2,,,,,,,
616,N/A,N/A,N/A,N/A,N/A,N/A,30,17,30,15,11,70,0.2
617,2.1,4.2,1023,15,0,1,35,18,35,17,12,68,0.2
618,0.4,2.2,1023,17,0,1.6,41,22,41,21,14,63,0.3
619,-0.7,0.9,1024,20,0,1.5,41,23,41,31,19,52,0.4
620,-1.6,-0.3,1024,22,0,1.9,,,,,,,
621,-3.6,-1.8,1025,26,0,0.2,89,66,88,85,38,10,1.1
622,-4.6,-3.6,1025,30,0,0.8,114,86,100,92,48,5,1.3
623,-6.1,-5.4,1025,33,0,0.7,,,,,,,
624,-5.1,-4.4,1025,30,0,1.3,140,107,127,93,69,6,2.1
625,-6,-6.1,1025,37,0,1.4,165,125,139,89,55,5,2.4
626,-7.1,-7.3,1025,40,0,1,156,119,139,87,53,4,2.7
627,-9,-9.4,1024,45,0,0.4,162,123,125,83,57,4,2.5
628,-9.3,-9.4,1024,48,0,0,158,120,121,81,43,3,2.1
629,-7.9,-8.9,1024,44,0,1.7,,,,,,,
630,-9.5,-10.9,1023,51,0,0.8,,,,,,,
631,-9.6,-11.5,1024,54,0,1.1,144,110,119,79,35,5,3.4
632,-8.3,-10.2,1024,51,0,2.1,,,,,,,
633,-6.8,-8,1025,47,0,1.5,68,49,57,69,26,4,1.8
634,-3.3,-3,1025,34,0,1.4,50,35,38,63,17,8,1.3
635,-0.8,0.5,1026,25,0,1.1,35,24,35,58,15,12,1.1
636,0.1,1.5,1025,23,0,1.3,50,35,45,59,18,15,1.3
637,1.3,2.7,1024,22,0,1.5,,,,,,,
638,2.3,3.8,1023,17,0,2.1,60,43,57,65,25,19,1.6
639,2.3,4,1022,18,0,1.5,77,56,58,56,30,35,1.3
640,2.5,3.9,1022,18,0,2.3,93,69,83,66,36,34,1.4
641,1.8,3.4,1022,19,0,1.6,170,129,137,82,54,33,1.8
642,0.3,1.9,1023,23,0,0.9,176,133,141,71,58,46,1.6
643,-1.9,-0.6,1023,28,0,0.6,169,128,134,68,52,45,1.6
644,-3.8,-3.5,1023,36,0,1,185,139,152,81,53,28,1.9
645,-3.6,-3.6,1024,37,0,1.4,205,155,163,99,59,8,2.2
646,-3.7,-3.8,1024,39,0,1.3,216,166,179,103,62,7,2.6
647,-3.8,-3.7,1024,39,0,0.9,227,177,181,101,60,7,2.7
648,-4.6,-4.8,1025,42,0,0.9,239,189,190,103,59,8,2.9
649,-4,-4.2,1024,39,0,1.6,225,175,180,105,78,8,3
650,-4,-4.4,1024,40,0,1.7,210,160,166,101,67,7,2.8
651,-4.4,-4.7,1025,40,0,1.4,236,186,198,105,75,10,3.8
652,-5.3,-6,1024,45,0,1.2,308,258,267,115,103,15,4.8
653,-5.4,-5.9,1024,44,0,1,297,247,0,108,89,16,4.2
654,-5.8,-6.9,1024,47,0,1.5,275,225,0,101,79,14,4
655,-5.3,-5.9,1025,44,0,1.2,227,177,0,93,65,9,3
656,-5.4,-6.2,1026,44,0,1.6,201,151,0,90,64,7,3
657,-3.5,-3.8,1027,40,0,1.6,202,152,152,92,60,7,3.3
658,-1.9,-1.6,1027,32,0,2.1,193,145,157,94,60,7,3.6
659,-1,-0.5,1026,28,0,2.7,190,143,153,92,63,6,3.2
660,1,1.8,1026,26,0,2.2,179,135,0,82,57,7,2.6
661,1.1,1.7,1026,24,0,3.3,158,120,0,74,49,12,2.1
662,2.3,3.4,1026,20,0,2.6,128,97,99,59,38,28,1.6
663,3.4,4.5,1025,19,0,3,169,128,0,62,43,39,1.7
664,3.9,5.2,1025,18,0,2.3,142,108,0,51,37,49,1.4
665,3.5,4.9,1025,19,0,1.9,122,92,0,47,32,57,1.2
666,1.8,3.4,1026,22,0,0.9,95,71,0,50,24,51,0.9
667,0.8,2.1,1027,25,0,1.2,88,65,0,63,25,37,1
668,-2.5,-1.5,1027,34,0,0.3,104,78,85,82,28,20,1.2
669,-2.7,-2.3,1028,36,0,1,113,85,89,96,29,6,1.8
670,-4.3,-4.5,1028,44,0,0.6,147,112,119,104,52,5,2.3
671,N/A,N/A,N/A,N/A,N/A,N/A,176,133,138,105,53,6,2.7
672,-3,-5.2,1030,58,0,2.4,195,146,153,109,58,6,3.3
673,-3.7,-5.4,1030,49,0,3.1,202,152,184,99,57,5,2.9
674,-4.2,-5.4,1031,49,0,1.7,156,119,122,82,40,4,2.1
675,-4.4,-6,1032,50,0,2.4,114,86,0,58,37,14,1.3
676,-4.9,-6.1,1032,49,0,1.5,88,65,0,50,32,19,1.2
677,-5.6,-6.6,1031,48,0,1.1,73,53,54,36,26,31,1.1
678,-6.5,-6.4,1031,48,0,0,69,50,53,37,25,25,1.1
679,-7.5,-8.9,1032,52,0,0.9,82,60,63,47,29,15,1.4
680,-7.4,-8.9,1033,53,0,0.9,78,57,77,55,46,7,1.9
681,-5.9,-6.8,1033,49,0,0.8,70,49,89,52,43,7,1.8
682,-4.9,-5.6,1034,41,0,2.2,67,48,76,50,39,7,2.1
683,-4.4,-4.9,1034,37,0,2.7,74,54,86,54,59,8,2.5
684,-3.5,-3.4,1034,34,0,2.1,83,61,97,52,65,12,2.5
685,-2.7,-2.4,1032,29,0,2.7,89,66,91,45,60,21,2.3
686,-1.9,-1,1031,27,0,1.6,77,56,75,39,51,31,2.1
687,-2.3,-1.4,1030,26,0,1.8,74,54,63,36,40,39,1.7
688,-2.5,-1.9,1030,26,0,2.7,65,47,57,34,36,44,1.5
689,-2.9,-2.3,1030,27,0,2.4,63,45,54,33,33,46,1.4
690,-3.7,-3.1,1030,28,0,2.2,64,46,57,38,33,40,1.4
691,-3.9,-3.4,1030,30,0,1.9,62,44,54,44,32,32,1.5
692,-4.6,-3.9,1031,31,0,1.1,60,43,53,45,28,29,1.4
693,-5.1,-5.4,1031,32,0,3.6,63,45,57,51,26,21,1.4
694,-6.8,-6.8,1032,38,0,1.1,70,51,63,56,30,14,1.5
695,-7,-8.4,1032,47,0,2.1,72,52,71,59,38,12,1.6
696,-6.9,-8.5,1032,53,0,1.1,,,,,,,
697,-7.5,-9.5,1031,58,0,0.9,63,45,70,59,22,5,1.3
698,-7.4,-9.5,1031,57,0,1.3,52,33,53,53,20,9,1.3
699,-7.4,-9.8,1031,59,0,1.5,52,36,54,45,19,18,1.5
700,-7.1,-9.7,1032,61,0,1.4,48,33,39,43,21,19,1.3
701,-7.5,-10.2,1032,63,0,1.2,58,41,43,52,30,11,1.6
702,-7.4,-10.2,1032,63,0,1.4,68,49,56,48,30,11,1.5
703,-8.1,-10.9,1032,67,0,0.6,75,55,65,45,33,11,1.6
704,-7.8,-10.9,1032,65,0,1.5,82,60,67,49,31,6,1.8
705,-7.2,-9.7,1033,61,0,1.3,92,68,77,57,33,5,2.3
706,-6,-6.9,1033,41,0,2.5,118,89,110,64,40,6,2.8
707,-5.4,-5.1,1033,27,0,3.2,79,58,0,54,24,15,1.7
708,-4.7,-3.9,1033,23,0,2.8,59,42,0,42,17,27,1.3
709,-4.1,-3,1032,21,0,2.6,53,37,0,34,14,38,1.1
710,-3.9,-2.6,1032,20,0,2.2,53,37,0,29,12,46,1
711,-2.7,-1.1,1031,20,0,1.4,49,34,0,27,13,51,0.9
712,-3.1,-1.6,1030,22,0,1.2,48,33,0,30,14,47,1
713,-2.5,-1.1,1031,22,0,1.6,54,38,0,39,19,39,1.1
714,-3.4,-2.7,1031,25,0,2.6,64,46,46,51,26,25,1.2
715,-3.5,-3.1,1032,29,0,2.6,69,50,56,57,21,18,1.4
716,-4.2,-5.7,1032,49,0,2.4,77,56,78,68,30,10,1.5
717,-4.6,-6.9,1032,55,0,2.9,115,87,109,72,31,8,1.9
718,-5.2,-7.6,1033,62,0,1.2,142,108,140,67,38,8,1.8
719,-4.6,-3.7,1034,23,0,2.7,132,100,110,59,27,8,1.6
720,-5.4,-4.3,1034,22,0,2.2,55,39,0,43,21,30,0.9
721,-6,-5,1034,23,0,2.4,22,15,0,31,9,47,0.6
722,N/A,N/A,N/A,N/A,N/A,N/A,16,10,10,28,9,49,0.6
723,-6.3,-5.8,1034,23,0,3.9,19,10,0,19,7,59,0.6
724,-6.8,-6,1034,24,0,2.5,18,9,12,19,8,57,0.6
725,-7.4,-5.7,1033,24,0,0.5,18,12,0,19,9,57,0.4
726,-7.8,-7.1,1033,26,0,2.2,14,8,0,27,8,39,0.4
727,-7.2,-6.2,1034,24,0,1.9,14,9,0,25,7,43,0.4
728,-6.7,-6.2,1034,23,0,3.9,14,4,6,27,6,42,0.5
729,-5.6,-4.6,1035,22,0,2.7,14,5,9,28,9,40,0.5
730,-4.6,-3.8,1035,20,0,4.2,17,6,13,33,11,34,0.6
731,-3.4,-2.9,1035,19,0,5.5,18,12,17,23,10,48,0.6
732,-2.5,-1.4,1035,18,0,3.5,19,10,16,16,7,59,0.5
733,-1.2,-0.2,1033,17,0,4.1,21,9,17,11,7,67,0.5
734,-0.2,1.4,1033,16,0,2.3,22,10,16,11,6,70,0.5
